"","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","filename","date","site","species","sppcode","FCnt","DCnt","Fo","Fm","Fo.","Fm.","Fs","Fv.Fm","Fv..Fm.","PhiPS2","Adark","RedAbs","BlueAbs","X.Blue","LeafAbs","PhiCO2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","EBal?","Fo'","Fm'","Fv/Fm","Fv'/Fm'","%Blue","ParIn@Fs","PS2/1","fda","Trans","Tair_K","Twall_K","R(W/m2)","Tl-Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci/Ca","RHsfc","C2sfc","AHs/Cs","Fv","PARabs","Fv'","qP_Fo","qN_Fo"
"14113",99,"13:42:29",7589.5,0,0.518,0.0254,354,0.514,2.03,24.98,6,1.42,1,2.84,26.86,24.98,28.03,400.01,399.15,10.605,11.216,30.43,32.18,499.8,19,6,101.9,8.68,-0.0347,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14210",100,"13:42:31",7591.5,0,0.474,0.0255,357,0.516,2.04,25,6,1.42,1,2.84,26.86,25,28.04,399.95,399.13,10.602,11.214,30.42,32.18,499.8,19,6,101.9,8.68,-0.0347,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",101,"13:45:33",7773.5,0,-0.204,0.0186,405,0.376,2.03,24.9,6,1.42,1,2.84,26.36,24.9,27.28,400.03,400.1,10.625,11.072,31.4,32.72,499.8,0,8,101.9,8.65,-0.0289,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",102,"13:45:42",7783,0,-0.16,0.0182,401,0.37,2.04,24.94,6,1.42,1,2.84,26.37,24.94,27.28,400.11,400.12,10.628,11.067,31.39,32.68,499.9,0,8,101.9,8.65,-0.0289,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",103,"13:45:44",7785,0,-0.146,0.0179,400,0.367,2.06,25.02,6,1.42,1,2.84,26.38,25.02,27.28,400.12,400.12,10.628,11.064,31.38,32.67,499.8,0,7,101.9,8.65,-0.0289,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484...3488",104,"13:45:46",7787,0,-0.174,0.0177,403,0.367,2.08,25.12,6,1.42,1,2.84,26.38,25.12,27.28,400.12,400.15,10.627,11.063,31.38,32.66,499.8,0,8,101.9,8.65,-0.0289,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493...3489",105,"13:45:48",7788.5,0,-0.17,0.0178,402,0.368,2.08,25.14,6,1.42,1,2.84,26.38,25.14,27.28,400.12,400.15,10.628,11.065,31.37,32.67,499.9,0,8,101.9,8.65,-0.0289,1,-0.22,2.74,1,0,0.16,111115,"20200716_acps_oriv",2020-07-16,"F25","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4161",1,"14:35:20",1141,0,16.9,0.225,238,4.45,2.1,29.96,6,1.42,1,2.84,27.91,29.96,26.31,398.75,376.39,15.844,21.081,42.72,56.84,499.7,1500,974,101.8,11.9,-0.205,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5153",2,"14:35:24",1145,0,17,0.225,237,4.45,2.1,29.94,6,1.42,1,2.84,27.9,29.94,26.3,398.76,376.33,15.853,21.078,42.77,56.87,499.7,1500,972,101.8,11.9,-0.205,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6146",3,"14:35:27",1148,0,17.5,0.225,234,4.44,2.1,29.93,6,1.42,1,2.84,27.89,29.93,26.3,399.36,376.38,15.86,21.08,42.81,56.9,499.8,1500,972,101.8,11.9,-0.205,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7107",4,"14:35:29",1151,0,17.6,0.226,233,4.44,2.09,29.91,6,1.42,1,2.84,27.88,29.91,26.28,399.88,376.79,15.868,21.083,42.86,56.95,499.7,1501,975,101.8,11.9,-0.205,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8100",5,"14:35:32",1153.5,0,17.3,0.225,236,4.43,2.09,29.9,6,1.42,1,2.84,27.87,29.9,26.28,399.87,377.09,15.877,21.081,42.9,56.97,499.8,1501,976,101.8,11.9,-0.205,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",6,"14:37:49",1290.5,0,12.4,0.227,182,4.38,2.05,29.83,6,1.42,1,2.84,28.39,29.83,27.39,299.92,283.53,16.135,21.286,42.3,55.8,499.8,1500,818,101.8,11.1,-0.202,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",7,"14:37:52",1293.5,0,12.2,0.227,184,4.39,2.06,29.85,6,1.42,1,2.84,28.41,29.85,27.41,299.56,283.48,16.14,21.295,42.26,55.76,499.8,1500,820,101.8,11.1,-0.202,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368",8,"14:37:55",1296.5,0,12.4,0.227,182,4.39,2.06,29.86,6,1.42,1,2.84,28.43,29.86,27.41,299.69,283.31,16.139,21.3,42.22,55.72,499.7,1501,826,101.8,11.1,-0.202,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",9,"14:37:58",1299.5,0,12.5,0.228,182,4.4,2.05,29.84,6,1.42,1,2.84,28.44,29.84,27.39,299.81,283.33,16.139,21.312,42.19,55.72,499.7,1501,817,101.8,11.1,-0.202,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533...3499",10,"14:38:01",1302.5,0,12.4,0.228,183,4.4,2.06,29.86,6,1.42,1,2.84,28.44,29.86,27.39,299.69,283.32,16.142,21.318,42.19,55.72,499.7,1501,807,101.8,11.1,-0.202,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",11,"14:40:13",1434.5,0,7.68,0.247,130,4.64,2.02,29.82,6,1.42,1,2.84,28.94,29.82,28.26,199.23,188.95,16.172,21.628,41.07,54.93,499.7,1500,733,101.8,10.4,-0.218,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",12,"14:40:17",1438,0,7.84,0.248,129,4.66,2.01,29.81,6,1.42,1,2.84,28.95,29.81,28.36,199.21,188.75,16.176,21.644,41.05,54.92,499.7,1500,740,101.8,10.4,-0.218,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",13,"14:40:20",1441,0,7.89,0.248,129,4.66,2.01,29.82,6,1.42,1,2.84,28.97,29.82,28.4,199.3,188.76,16.178,21.656,41,54.88,499.8,1501,752,101.8,10.4,-0.218,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",14,"14:40:23",1444,0,8.03,0.249,128,4.67,2.01,29.82,6,1.42,1,2.84,28.99,29.82,28.4,199.5,188.8,16.181,21.667,40.96,54.85,499.7,1501,755,101.8,10.4,-0.218,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221...3504",15,"14:40:26",1447.5,0,8.25,0.25,127,4.68,2.01,29.82,6,1.42,1,2.84,29.01,29.82,28.38,199.98,189.01,16.179,21.678,40.92,54.83,499.8,1501,756,101.8,10.4,-0.218,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547",16,"14:44:27",1688,0,2.37,0.294,79.3,5.26,1.95,29.77,6,1.42,1,2.84,29.42,29.77,29.01,99.54,96.09,16.013,22.186,39.55,54.79,499.7,1501,825,101.8,9.5,-0.245,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644",17,"14:44:31",1692,0,2.42,0.294,78.9,5.27,1.94,29.76,6,1.42,1,2.84,29.42,29.76,29.02,99.51,96,16.007,22.188,39.53,54.79,499.8,1501,835,101.8,9.5,-0.245,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",18,"14:44:34",1695,0,2.46,0.294,78.7,5.27,1.95,29.76,6,1.42,1,2.84,29.42,29.76,29.02,99.57,96.01,16.001,22.182,39.53,54.8,499.8,1501,843,101.8,9.5,-0.245,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",19,"14:44:36",1697,0,2.41,0.294,79.1,5.27,1.94,29.76,6,1.42,1,2.84,29.41,29.76,29.02,99.54,96.05,15.997,22.178,39.52,54.8,499.8,1501,847,101.8,9.5,-0.245,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",20,"14:44:39",1700,0,2.62,0.296,77.9,5.27,1.94,29.73,6,1.42,1,2.84,29.41,29.73,29.03,99.78,96.02,15.991,22.177,39.51,54.8,499.7,1501,853,101.8,9.5,-0.245,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",21,"14:50:06",2027,0,-0.552,0.329,51.6,5.86,1.95,30.02,6,1.42,1,2.84,29.94,30.02,29.63,49.95,50.26,15.838,22.714,37.95,54.43,499.7,1500,784,101.8,8.77,-0.267,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444",22,"14:50:10",2031.5,0,-0.468,0.33,51.2,5.85,1.95,30.01,6,1.42,1,2.84,29.94,30.01,29.63,50.08,50.29,15.839,22.708,37.96,54.42,499.8,1500,783,101.8,8.77,-0.267,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3528",23,"14:50:14",2035,0,-0.579,0.329,51.8,5.84,1.95,30.01,6,1.42,1,2.84,29.94,30.01,29.64,49.97,50.31,15.843,22.695,37.98,54.4,499.8,1500,773,101.8,8.77,-0.267,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",24,"14:50:17",2039,0,-0.546,0.328,51.6,5.84,1.95,30.01,6,1.42,1,2.84,29.93,30.01,29.63,49.99,50.29,15.838,22.687,37.97,54.39,499.7,1500,764,101.8,8.77,-0.267,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3734",25,"14:50:21",2042,0,-0.59,0.328,51.8,5.83,1.95,30.01,6,1.42,1,2.84,29.93,30.01,29.64,49.92,50.27,15.835,22.678,37.97,54.37,499.7,1500,762,101.8,8.77,-0.267,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047",26,"15:02:37",2778.5,0,15.3,0.157,207,3.33,2.2,29.79,6,1.42,1,2.84,29.92,29.79,30.03,400.06,380.22,15.795,19.708,37.9,47.29,499.8,1499,556,101.8,10.4,-0.153,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4162",27,"15:02:41",2782.5,0,15.5,0.157,205,3.33,2.2,29.8,6,1.42,1,2.84,29.93,29.8,30.03,400.25,380.17,15.792,19.716,37.88,47.29,499.7,1498,557,101.8,10.4,-0.153,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4249",28,"15:02:44",2785.5,0,15.3,0.158,207,3.34,2.21,29.81,6,1.42,1,2.84,29.94,29.81,30.03,400.16,380.27,15.792,19.727,37.86,47.3,499.7,1500,559,101.8,10.4,-0.153,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4338",29,"15:02:47",2788.5,0,15.3,0.158,208,3.35,2.21,29.81,6,1.42,1,2.84,29.94,29.81,30.03,400.11,380.21,15.79,19.731,37.85,47.3,499.8,1501,561,101.8,10.4,-0.153,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4439",30,"15:02:50",2791,0,15.5,0.159,206,3.36,2.2,29.8,6,1.42,1,2.84,29.95,29.8,30.04,400.25,380.14,15.79,19.741,37.84,47.31,499.7,1501,565,101.8,10.4,-0.153,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642",31,"15:04:08",2869,0,15.4,0.167,214,3.53,2.21,29.9,6,1.42,1,2.84,30.12,29.9,30.22,399.26,379.16,15.769,19.924,37.42,47.28,499.8,1500,612,101.8,10.5,-0.171,1,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724",32,"15:04:12",2872.5,0,15.6,0.168,212,3.54,2.21,29.9,6,1.42,1,2.84,30.12,29.9,30.22,399.34,379.03,15.77,19.936,37.42,47.3,499.7,1500,612,101.8,10.5,-0.171,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4820",33,"15:04:15",2876,0,15.5,0.168,213,3.55,2.21,29.91,6,1.42,1,2.84,30.12,29.91,30.22,399.1,378.83,15.77,19.945,37.41,47.31,499.7,1501,611,101.8,10.5,-0.171,0.7,-0.22,2.74,1,0,0.16,111115,"20200716_eran_oriv",2020-07-16,"F25","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
