"","ID","X","region","species.x","Vcmax.x","Jmax.x","Rd.x","Vcmax_SE","Jmax_SE","Rd_SE","ID.1","sppcode.x","Date","invader","homeaway","woody","grass","family","nativerange","filename","date","site","species.y","sppcode.y","Vcmax.y","Jmax.y","Rd.y","Vcmax.se","Jmax.se","Rd.se"
"11","acneg-F25-1",131,"F","Acer negundo",27.890760664414,50.5867683563296,0.440294401798291,0.587816709411606,NA,0.110021775443318,"acneg-F25-1","acneg","2020-07-16","invader","away",1,0,"Sapindaceae","E","20200716_acne_oriv_.xlsx","7/16/20","F25","Acer negundo","acneg",24.0837474603795,82.1527689022787,0.462462538794849,2.60474723727203,41.0641060442917,0.417857626363876
"12","acneg-F37-1",132,"F","Acer negundo",36.6850378003617,28.2645899988718,1.00464780768975,NA,NA,NA,"acneg-F37-1","acneg","2020-06-05","invader","away",1,0,"Sapindaceae","E","20200605_acne_sama","6/5/20","F37","Acer negundo","acneg",29.0464007081462,97.9899090451119,0.687820030751642,15.9650589817605,43.315372947403,0.569603632253666
"13","acneg-F37-2",133,"F","Acer negundo",22.1062085704651,52.2507445187835,0.641215941897852,0.673242818041827,NA,0.207585394169482,"acneg-F37-2","acneg","2020-06-10","invader","away",1,0,"Sapindaceae","E","20200610_acne_sama_.xlsx","6/10/20","F37","Acer negundo","acneg",20.1883862422023,103.537736313915,0.544630470475312,2.10265315366292,37.0058528376347,0.459496525527814
"14","acneg-F38-1",134,"F","Acer negundo",36.0115744024513,72.7955739441647,1.31023077158643,1.32974051080901,NA,0.283845634964145,"acneg-F38-1","acneg","2020-07-29","invader","away",1,0,"Sapindaceae","E","20200729_acne_soup_.xlsx","7/29/20","F38","Acer negundo","acneg",28.1475137041174,108.197240869735,0.662726700236536,2.53053316306059,34.3095950978781,0.529437959318144
"15","acneg-F41-1",135,"F","Acer negundo",45.0763560655714,45.1655046608579,0.899821524453241,2.68082890108792,NA,0.225333661719138,"acneg-F41-1","acneg","2020-07-28","invader","away",1,0,"Sapindaceae","E","20200728_acne_vasa_.xlsx","7/28/20","F41","Acer negundo","acneg",54.6668217041875,44.6954959451713,0.887335534232191,24.5459717121533,5.29176124590397,0.62050932200532
"16","acneg-F42-1",136,"F","Acer negundo",23.598352054084,45.3546965864502,0.802337613065186,0.493543692586772,NA,0.105460509386269,"acneg-F42-1","acneg","2020-07-07","invader","away",1,0,"Sapindaceae","E","20200707_acne_vimo_.xlsx","7/7/20","F42","Acer negundo","acneg",19.1256642828769,99.1662356258485,0.532235071668585,1.6627509165932,41.5518281131953,0.377940000424933
"17","acpse-F25-1",137,"F","Acer pseudoplatanus",30.6602560423394,44.8297599816422,0.445037834704557,0.481774903314664,NA,0.0872044414298126,"acpse-F25-1","acpse","2020-07-16","native","home",1,0,"Sapindaceae","F","20200716_acps_oriv_.xlsx","7/16/20","F25","Acer pseudoplatanus","acpse",48.3325730141395,45.0373942920342,1.04572083087431,24.7360705062627,3.37669960069321,0.579797644233013
"18","acpse-F30-1",138,"F","Acer pseudoplatanus",62.3064463111465,133.647250356024,1.97197937759862,3.8350079379095,NA,0.642528195212497,"acpse-F30-1","acpse","2020-07-29","native","home",1,0,"Sapindaceae","F","20200729_acps_poar_.xlsx","7/29/20","F30","Acer pseudoplatanus","acpse",53.7838185559344,127.499332201291,1.39904967143661,3.37794272340361,19.9980232665038,0.698155316714937
"19","acpse-F37-1",139,"F","Acer pseudoplatanus",22.2390774054868,44.0317860664038,0.690795895707903,1.42345682915541,NA,0.331721354630085,"acpse-F37-1","acpse","2020-06-05","native","home",1,0,"Sapindaceae","F","20200605_acps_sama_.xlsx","6/5/20","F37","Acer pseudoplatanus","acpse",49.4391409158801,45.0183770482237,0.842062319718547,24.293510810973,15.2081478594735,0.640070209509657
"20","acpse-F41-1",140,"F","Acer pseudoplatanus",101.752943919636,105.292608442618,1.68906263550903,4.9432727781289,NA,0.345348842929314,"acpse-F41-1","acpse","2020-07-28","native","home",1,0,"Sapindaceae","F","20200728_acps_vasa_.xlsx","7/28/20","F41","Acer pseudoplatanus","acpse",50.8224733359278,102.664900487631,0.85365039448404,6.43132388600824,22.9760674585711,0.620242147263158
"21","acpse-F41-2",141,"F","Acer pseudoplatanus",46.6717936639234,38.3695104246156,-0.540072095649932,NA,NA,NA,"acpse-F41-2","acpse","2020-07-29","native","home",1,0,"Sapindaceae","F","20200729_acps_vasa2_.xlsx","7/29/20","F41","Acer pseudoplatanus","acpse",50.0349346494585,75.7098514292462,0.703953248201844,22.5408437846477,35.6623532831117,0.599278547736477
"22","acpse-F42-1",142,"F","Acer pseudoplatanus",34.1194274726828,63.0648687568992,0.874586575291738,0.9888858439128,NA,0.183365194517659,"acpse-F42-1","acpse","2020-07-07","native","home",1,0,"Sapindaceae","F","20200707_acps_vimo_.xlsx","7/7/20","F42","Acer pseudoplatanus","acpse",38.6279956693108,59.9651713872754,0.719560923105604,4.07315576600634,7.22903402437429,0.483302266871733
"23","aggig-F1-1",143,"F","Agrostis gigantea",48.7074004210778,99.8743288584323,1.20260181785805,3.0994876536643,NA,0.676088517682288,"aggig-F1-1","aggig","2020-06-10","native","home",0,1,"Poaceae","F","20200610_aggi_aill_.xlsx","6/10/20","F1","Agrostis gigantea","aggig",43.4607105928408,92.9188088953828,0.963153619055614,3.35935618788683,5.12447023242179,0.615657884251365
"24","aggig-F37-1",144,"F","Agrostis gigantea",60.4590588336501,128.117243889435,0.18801721968386,3.00684088028264,NA,0.487138219934054,"aggig-F37-1","aggig","2020-07-27","native","home",0,1,"Poaceae","F","20200727_aggi_sama_.xlsx","7/27/20","F37","Agrostis gigantea","aggig",43.7988249896984,157.469795934281,1.03134673011904,2.70809969194219,32.2166266753415,0.627725878564949
"25","aggig-J10-1",292,"J","Agrostis gigantea",63.9576078191636,124.620332053765,2.50772014951577,2.67829282883493,NA,0.468081680353756,"aggig-J10-1","aggig","2019-08-26","native","away",0,1,"Poaceae","F","rgn-aggi-zao8 (RCMP).csv","8/26/19","J10","Agrostis gigantea","aggig",50.0961623517694,134.99871097273,1.0246452144354,4.11302475813754,35.0657728088267,0.657011556725201
"26","aggig-J17-1",293,"J","Agrostis gigantea",122.462407422844,178.901622308476,-1.08093430237192,4.76814371583231,NA,0.541635320362357,"aggig-J17-1","aggig","2019-07-30","native","away",0,1,"Poaceae","F","rgn-aggi-ski1-1.1 (RCMP).csv","7/30/19","J17","Agrostis gigantea","aggig",110.817585781923,154.712918714303,0.456288377210527,5.55518368340143,4.99555526367337,0.426886000798285
"27","aggig-J4-1",294,"J","Agrostis gigantea",74.9493452642835,145.723669043356,0.780949545768424,4.62174918676111,NA,0.800246738166181,"aggig-J4-1","aggig","2019-07-02","native","away",0,1,"Poaceae","F","rgn-aggi-tohoku-1.1 (RCMP).csv","7/2/19","J4","Agrostis gigantea","aggig",71.3757318340098,128.553989825315,0.801553524920115,4.37542842323254,12.6655846371316,0.592385750889104
"28","aggig-J6-1",295,"J","Agrostis gigantea",134.833570397835,472.758385915075,0.0819242883983558,3.239608051367,NA,0.659354513337572,"aggig-J6-1","aggig","2019-07-09","native","away",0,1,"Poaceae","F","rgn-aggi-hirose1-1.1 (RCMP).csv","7/9/19","J6","Agrostis gigantea","aggig",152.247531791395,241.177974240704,0.462269036578415,4.48202049828158,5.25658362360304,0.444397294456709
"29","aggig-J8-1",296,"J","Agrostis gigantea",80.355475561481,156.737860098681,2.96666070931825,1.95463888270194,NA,0.318750548347302,"aggig-J8-1","aggig","2019-08-19","native","away",0,1,"Poaceae","F","rgn-aggi-hirose3-2 (RCMP).csv","8/19/19","J8","Agrostis gigantea","aggig",63.7428677708224,162.125048110836,1.56804559196397,3.56137788257657,29.9488486853511,0.713840906089921
"30","agsto-F10-1",145,"F","Agrostis stolonifera",59.044857356465,119.397440027138,0.724914641920097,0.426952113928441,NA,0.0905065755940817,"agsto-F10-1","agsto","2020-06-18","invader","home",0,1,"Poaceae","F","20200618_agst_cana_.xlsx","6/18/20","F10","Agrostis stolonifera","agsto",72.8572675399286,109.460314229586,0.757143602778204,3.53555216092897,2.96031446614984,0.469401739879849
"31","agsto-F15-1",146,"F","Agrostis stolonifera",38.1116027304251,79.0866100637108,0.891538924745714,0.874907839452708,NA,0.185089532959507,"agsto-F15-1","agsto","2020-06-16","invader","home",0,1,"Poaceae","F","20200616_agst_daou_.xlsx","6/16/20","F15","Agrostis stolonifera","agsto",43.9863619008959,79.3921029906053,0.821080017826029,4.21572774064121,19.2579047233254,0.566757596218005
"32","agsto-F37-1",147,"F","Agrostis stolonifera",18.857120432931,45.2105058921873,0.498662615097683,1.0437063510066,NA,0.364084837323003,"agsto-F37-1","agsto","2020-06-10","invader","home",0,1,"Poaceae","F","20200610_agst_sama_.xlsx","6/10/20","F37","Agrostis stolonifera","agsto",19.3940219463999,127.175733186851,0.669006758678304,7.0805741459854,38.9343422640237,0.534409161123673
"33","agsto-F8-1",148,"F","Agrostis stolonifera",44.1903897716521,80.5033561588842,0.771089413039002,0.346993215853333,NA,0.0685694403401022,"agsto-F8-1","agsto","2020-06-18","invader","home",0,1,"Poaceae","F","20200618_agst_bltr_.xlsx","6/18/20","F8","Agrostis stolonifera","agsto",50.0178822209783,76.9761417192046,0.906404712226434,3.04479581394152,3.00349132404847,0.486349521820477
"34","agsto-F9-1",149,"F","Agrostis stolonifera",50.4396647632692,77.7919207732807,0.161512862157954,1.26779680744072,NA,0.168943918063811,"agsto-F9-1","agsto","2020-06-23","invader","home",0,1,"Poaceae","F","20200623_agst_bove_.xlsx","6/23/20","F9","Agrostis stolonifera","agsto",46.1215242168535,74.340394088164,0.73618633488465,3.01727673447046,2.9749829333523,0.418247171236149
"35","agsto-J17-1",297,"J","Agrostis stolonifera",148.357649211571,214.909691732873,-3.34250844053796,4.41111872721125,NA,0.506289752409061,"agsto-J17-1","agsto","2019-07-30","invader","away",0,1,"Poaceae","F","rgn-agst-ski1-1.csv","7/30/19","J17","Agrostis stolonifera","agsto",152.436573482683,195.224463460617,0.220173149752263,5.6692260189117,4.69629955056419,0.266371727226332
"36","agsto-J20-1",298,"J","Agrostis stolonifera",99.1245223012899,159.031130054153,3.8006025490615,3.93664324542181,NA,0.542300193844937,"agsto-J20-1","agsto","2019-09-03","invader","away",0,1,"Poaceae","F","rgn-agst-hirose1-2 (RCMP).csv","9/3/19","J20","Agrostis stolonifera","agsto",73.6252004286756,124.453883587485,1.70426705457399,5.0266423878285,6.55497083520041,0.773176631243536
"37","agsto-J6-1",299,"J","Agrostis stolonifera",152.760083388352,555.238872857895,2.12828661999993,5.86377192040469,NA,0.974458699460219,"agsto-J6-1","agsto","2019-07-09","invader","away",0,1,"Poaceae","F","rgn-agst-hirose1-1.1 (RCMP).csv","7/9/19","J6","Agrostis stolonifera","agsto",141.872240680716,239.8749330636,0.875515214392079,5.00705196621168,6.22045962449997,0.616054341088759
"38","agsto-J7-1",300,"J","Agrostis stolonifera",98.3166809746704,173.564372872102,1.11721508879828,3.19623776068211,NA,0.411391315280346,"agsto-J7-1","agsto","2019-07-10","invader","away",0,1,"Poaceae","F","rgn-agst-hirose2-1.1 (RCMP).csv","7/10/19","J7","Agrostis stolonifera","agsto",83.4404613296892,144.418615472327,0.984014255210426,5.16058565053998,8.13349280039136,0.637636798294272
"39","agsto-J8-1",301,"J","Agrostis stolonifera",123.047319477491,106.730006544811,4.37726670600465,76.9818656833829,NA,5.01936392956728,"agsto-J8-1","agsto","2019-08-19","invader","away",0,1,"Poaceae","F","rgn-agst-hirose3-1.1 (RCMP).csv","8/19/19","J8","Agrostis stolonifera","agsto",47.2345495575222,121.614232321831,1.21972648306726,8.57622665204998,39.8154347967898,0.74372700738137
"40","amart-E19-1",11,"E","Ambrosia artemisiifolia",192.102158133487,384.905766179945,-0.867008001998185,8.42913891652463,NA,1.00616757305753,"amart-E19-1","amart","2020-07-07","invader","home",0,0,"Asteraceae","E","200707_amart_.xlsx","7/7/20","E19","Ambrosia artemisiifolia","amart",124.856763301325,228.785136263388,0.742376523033556,4.36495011781366,5.40637052302894,0.565644629538222
"41","amart-E33-1",12,"E","Ambrosia artemisiifolia",122.539232196958,171.17214919624,-0.390380714654129,3.95396122165969,NA,0.500677564534852,"amart-E33-1","amart","2021-09-13","invader","home",0,0,"Asteraceae","E","rob-amart-bmorewoods_.xlsx","9/13/21","E33","Ambrosia artemisiifolia","amart",82.8597287417684,154.233818625806,0.837719450055399,6.15816738633638,5.37593276643823,0.610550259143581
"42","amart-E37-1",13,"E","Ambrosia artemisiifolia",92.606218064847,143.486692384909,-0.429452083528647,2.08908799143845,NA,0.25690611794543,"amart-E37-1","amart","2021-09-17","invader","home",0,0,"Asteraceae","E","2021-09-17_amart dewitt.xlsx","9/17/21","E37","Ambrosia artemisiifolia","amart",61.59254016445,128.513981689722,0.517736262124534,3.73892567328182,5.442469549389,0.452625957813755
"43","amart-E5-1",14,"E","Ambrosia artemisiifolia",204.306854989571,455.883335417764,-0.391457983670351,5.03290502373177,NA,0.571064360558359,"amart-E5-1","amart","2020-07-15","invader","home",0,0,"Asteraceae","E","200715_amart_s5_.xlsx","7/15/20","E5","Ambrosia artemisiifolia","amart",128.839040478051,239.900352409392,0.799413649698545,4.60596640233125,5.30392881258357,0.577512424833233
"44","amart-F46-1",150,"F","Ambrosia artemisiifolia",62.1202546166442,74.5117542752723,1.26108045812081,4.20167646183219,NA,0.570492984372431,"amart-F46-1","amart","2021-09-20","invader","away",0,0,"Asteraceae","E","20210920_amar_bouu_.xlsx","9/20/21","F46","Ambrosia artemisiifolia","amart",92.1559491421987,68.719700786776,1.36347883603743,33.1093458186026,5.63986883262963,0.733869705996564
"45","amart-F47-1",151,"F","Ambrosia artemisiifolia",176.761071270934,178.411445999456,-0.908513771511635,0.832336577088674,NA,0.0300786967962776,"amart-F47-1","amart","2021-09-21","invader","away",0,0,"Asteraceae","E","20210921_amar_chat_.xlsx","9/21/21","F47","Ambrosia artemisiifolia","amart",131.843585478711,161.890583462706,0.509752857335239,11.0399160037483,5.16304661163958,0.469543367710649
"46","amart-F48-1",152,"F","Ambrosia artemisiifolia",179.190666409366,238.573013126422,-1.45005606144052,14.4013295658162,NA,1.18333356041393,"amart-F48-1","amart","2021-09-21","invader","away",0,0,"Asteraceae","E","20210921_amar_corn_.xlsx","9/21/21","F48","Ambrosia artemisiifolia","amart",119.220039954893,200.719570440946,0.607317866213809,6.62481249837779,5.67980476896292,0.503224583720626
"47","amart-F56-1",153,"F","Ambrosia artemisiifolia",86.4702640891438,114.56863349688,-0.44108819218613,3.89899367243426,NA,0.444938743824076,"amart-F56-1","amart","2021-09-20","invader","away",0,0,"Asteraceae","E","20210920_amar_lant_.xlsx","9/20/21","F56","Ambrosia artemisiifolia","amart",78.3425108509518,151.676185946467,0.533353994997013,13.2787910445897,44.7343668036292,0.527286579926149
"48","amart-F58-1",154,"F","Ambrosia artemisiifolia",117.233093241716,151.002222923042,-0.122594694765634,6.69598184609297,NA,0.677661404787766,"amart-F58-1","amart","2021-09-20","invader","away",0,0,"Asteraceae","E","20210920_amar_stde_.xlsx","9/20/21","F58","Ambrosia artemisiifolia","amart",103.640461742713,139.203267390408,0.704421176178904,8.3204213437714,5.14562449774785,0.553052825660778
"49","amart-J14-1",302,"J","Ambrosia artemisiifolia",190.286060266158,286.502215304083,-2.40618123532429,2.70610897483994,NA,0.333348969792085,"amart-J14-1","amart","2019-08-29","invader","away",0,0,"Asteraceae","E","rgn-amar-road4-1 (RCMP).csv","8/29/19","J14","Ambrosia artemisiifolia","amart",174.476439797889,249.225664095479,0.3709348671763,5.31245382991443,4.82496688081326,0.38347829510081
"50","amart-J18-1",303,"J","Ambrosia artemisiifolia",97.1875475993355,196.009714336546,-0.909502696644776,1.10144904640088,NA,0.202504390427674,"amart-J18-1","amart","2019-09-04","invader","away",0,0,"Asteraceae","E","rgn-amar-ski2-1 (RCMP).csv","9/4/19","J18","Ambrosia artemisiifolia","amart",88.8970617299614,166.405062201205,0.544849895002808,4.08976252818912,5.7511830287652,0.486693483103529
"51","amart-J6-1",304,"J","Ambrosia artemisiifolia",138.949305000676,214.833188370397,-1.27374564663769,2.01164700514577,NA,0.255807447051432,"amart-J6-1","amart","2019-07-17","invader","away",0,0,"Asteraceae","E","rgn-amar-hirose1-1.1 (RCMP).csv","7/17/19","J6","Ambrosia artemisiifolia","amart",128.049082457464,185.696549889781,0.52441364345819,5.38534715007909,5.15950416343714,0.469747995574224
"52","amart-J8-1",305,"J","Ambrosia artemisiifolia",281.48073690505,304.787755272394,-5.85511868096742,10.3750131770302,NA,0.737337212812668,"amart-J8-1","amart","2019-08-01","invader","away",0,0,"Asteraceae","E","rgn-amar-hirose3-1.1 (RCMP).csv","8/1/19","J8","Ambrosia artemisiifolia","amart",175.014756543327,244.90773684141,0.192244944267992,6.07546833453551,4.98284349363297,0.241064231320694
"53","anodo-F15-1",155,"F","Anthoxanthum odoratum",94.0497551986708,176.777929475344,2.35696203276536,4.45903415058451,NA,0.71844278826243,"anodo-F15-1","anodo","2021-04-18","invader","home",0,1,"Poaceae","F","20210418_anod_daou_.xlsx","4/18/21","F15","Anthoxanthum odoratum","anodo",59.2510876857104,160.821258484709,1.1681559576657,2.83583590873989,20.1014120944484,0.648980349104466
"54","anodo-F33-1",156,"F","Anthoxanthum odoratum",53.5329970490259,85.4102210374281,1.03416975135243,2.03589101169483,NA,0.337785972802522,"anodo-F33-1","anodo","2020-06-08","invader","home",0,1,"Poaceae","F","20200608_anod_sedr_.xlsx","6/8/20","F33","Anthoxanthum odoratum","anodo",67.693087123436,79.4625080404841,0.816722311294575,9.36100987866785,4.66953214837373,0.586273865498405
"55","anodo-F37-1",157,"F","Anthoxanthum odoratum",34.7124155167237,44.1801856188618,1.47107511332736,5.99510297495478,NA,0.487508117888368,"anodo-F37-1","anodo","2020-06-05","invader","home",0,1,"Poaceae","F","20200605_anod_sama_.xlsx","6/5/20","F37","Anthoxanthum odoratum","anodo",66.4103963814043,39.8923030906591,0.972362738207247,24.8569630126602,4.88686558014808,0.646194611923582
"56","anodo-F60-1",158,"F","Anthoxanthum odoratum",33.1351933550114,68.0169854555435,0.57824150958246,1.32253846789966,NA,0.270916581789603,"anodo-F60-1","anodo","2021-05-26","invader","home",0,1,"Poaceae","F","20210526_anod_yzeu_.xlsx","5/26/21","F60","Anthoxanthum odoratum","anodo",23.2770061877419,122.428701788246,0.798686828331213,2.20417279129141,35.5831809059097,0.55758406296418
"57","anodo-F9-1",159,"F","Anthoxanthum odoratum",54.3347622476081,58.419902527456,2.29633111379867,5.31943629113366,NA,0.583872090661273,"anodo-F9-1","anodo","2021-05-31","invader","home",0,1,"Poaceae","F","20210531_anod_bove_.xlsx","5/31/21","F9","Anthoxanthum odoratum","anodo",27.1190431647794,123.48156425153,1.05531265012427,3.07259152241523,34.7260717190072,0.651741926697073
"58","anodo-J17-1",306,"J","Anthoxanthum odoratum",106.601885415818,173.054853392932,-2.70227074890037,8.84113728714346,NA,1.26610437573764,"anodo-J17-1","anodo","2019-07-30","invader","away",0,1,"Poaceae","F","rgn-anod-ski1-1.1 (RCMP).csv","7/30/19","J17","Anthoxanthum odoratum","anodo",109.172482901585,163.270277035446,0.238920990926532,4.32918345200823,5.05468152494951,0.288295338302525
"59","anodo-J18-1",307,"J","Anthoxanthum odoratum",68.3364406213428,125.025821721482,1.99119465976874,1.72609108744924,NA,0.278717410586915,"anodo-J18-1","anodo","2019-08-21","invader","away",0,1,"Poaceae","F","rgn-anod-ski2-1 (RCMP).csv","8/21/19","J18","Anthoxanthum odoratum","anodo",56.4475660937886,111.771917198682,1.04903367906699,4.48983467603445,13.6984815775839,0.652297683431251
"60","anodo-J4-1",308,"J","Anthoxanthum odoratum",63.1035020626081,90.6645426165077,0.206103779843197,2.8066484552482,NA,0.37671429212147,"anodo-J4-1","anodo","2019-07-02","invader","away",0,1,"Poaceae","F","rgn-anod-tohoku-1.1 (RCMP).csv","7/2/19","J4","Anthoxanthum odoratum","anodo",55.0521490018779,109.669409317167,0.617753799814262,7.6812436286836,33.1432390879234,0.525675708510236
"61","anodo-J6-1",309,"J","Anthoxanthum odoratum",96.6483128357621,153.590817250047,1.07818784287271,1.86621723304639,NA,0.239079442699592,"anodo-J6-1","anodo","2019-07-17","invader","away",0,1,"Poaceae","F","rgn-anod-hirose1-1.1 (RCMP).csv","7/17/19","J6","Anthoxanthum odoratum","anodo",78.614744100642,128.676272260045,0.866153642981196,4.66171092376056,5.81338840452391,0.606220091907299
"62","anodo-J8-1",310,"J","Anthoxanthum odoratum",107.056791756927,178.549399167036,-0.0985065473491257,2.91641073951161,NA,0.44449119484338,"anodo-J8-1","anodo","2019-08-19","invader","away",0,1,"Poaceae","F","rgn-anod-hirose3-2 (RCMP).csv","8/19/19","J8","Anthoxanthum odoratum","anodo",96.2261872939756,162.028134290161,0.645332776272757,4.6317675229746,5.5912453928883,0.528496990658009
"63","arvul-E15-1",15,"E","Artemisia vulgaris",167.055301762001,208.050477453548,1.08710399643768,1.85719452608649,NA,0.147014687627328,"arvul-E15-1","arvul","2020-06-19","invader","away",0,0,"Asteraceae","F","200619_arvul_.xlsx","6/19/20","E15","Artemisia vulgaris","arvul",128.558000849887,163.783873440278,0.659350588395549,8.8059888648699,20.1735404512088,0.542581429156351
"64","arvul-E17-1",16,"E","Artemisia vulgaris",116.724254164248,158.458116795138,0.842077111480325,3.89245202591998,NA,0.351786439127982,"arvul-E17-1","arvul","2020-06-18","invader","away",0,0,"Asteraceae","F","200618_arvul_.xlsx","6/18/20","E17","Artemisia vulgaris","arvul",96.8237855121401,156.360909232884,0.798527847596351,6.30340838646714,29.2972625484945,0.557814411782286
"65","arvul-E19-1",17,"E","Artemisia vulgaris",303.433541775868,214.964574694001,2.49905831329881,65.5979696016975,NA,1.16042412636665,"arvul-E19-1","arvul","2020-07-07","invader","away",0,0,"Asteraceae","F","200707_arvul_.xlsx","7/7/20","E19","Artemisia vulgaris","arvul",90.8572109375724,173.85161811776,0.574455080166516,7.16212978147799,24.0108121778289,0.5086038368369
"66","arvul-E5-1",18,"E","Artemisia vulgaris",105.186471013426,164.212741125367,0.537846992389851,3.40237424973491,NA,0.44139678547618,"arvul-E5-1","arvul","2020-07-15","invader","away",0,0,"Asteraceae","F","200715_arvul_.xlsx","7/15/20","E5","Artemisia vulgaris","arvul",66.8774843141426,140.310032089933,0.967979743423688,4.18768163218472,8.81512383013694,0.62634219056913
"67","arvul-F46-1",160,"F","Artemisia vulgaris",84.9839428218853,117.441394886523,-0.191569061526449,5.95407690222899,NA,0.721065092973664,"arvul-F46-1","arvul","2021-09-20","invader","home",0,0,"Asteraceae","F","20210920_arvu_bouu_.xlsx","9/20/21","F46","Artemisia vulgaris","arvul",85.0235152551036,110.066000206537,0.775900220126608,8.85765335923687,4.52220208577187,0.588941482895291
"68","arvul-F47-1",161,"F","Artemisia vulgaris",83.7802341030133,123.993255477576,0.451385553754241,3.12783966763306,NA,0.420867652548469,"arvul-F47-1","arvul","2021-09-21","invader","home",0,0,"Asteraceae","F","20210921_arvu_chat_.xlsx","9/21/21","F47","Artemisia vulgaris","arvul",54.382793450154,152.129525809747,0.850518572364819,4.29526579546866,32.0065361929585,0.597567252992867
"69","arvul-F48-1",162,"F","Artemisia vulgaris",149.138134878076,198.009053704421,-0.185525269073873,7.98393022340845,NA,0.74993400126923,"arvul-F48-1","arvul","2021-09-21","invader","home",0,0,"Asteraceae","F","20210921_arvu_corn_.xlsx","9/21/21","F48","Artemisia vulgaris","arvul",93.2987457652438,170.171441287052,0.761003232984214,4.97056649598303,5.67734054853083,0.561188638211085
