"","Obs","Time","Photo","Cond","Ci","Trmmol","VpdL","Area","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","Status","filename","date","site","species","sppcode","ID"
"4220","41","9000.3",-0.508,"0.123","398","1.79","1.47","6","1","2.84","30.98","30.09","30.98","400.56","400.31","26.05","28.143","57.81","62.46","499.9","0","70","100","-31.5","1.1","111115","20200909_UN.xlsx","2020-09-09","J1","Lonicera japonica","lojap","lojap-J1-1"
"4319","42","9016.8",-0.456,"0.12","397","1.75","1.47","6","1","2.84","30.98","30.09","30.97","400.77","400.48","26.054","28.1","57.82","62.36","499.5","1","64","100","-31.5","1.1","111115","20200909_UN.xlsx","2020-09-09","J1","Lonicera japonica","lojap","lojap-J1-1"
"1106","1","56.8",17.3,"0.285","261","5.41","2.01","6","1","2.84","32.05","32.87","30.21","400.46","377.28","23.763","30.06","49.67","62.83","499.8","1198","1547","100.1","-2.4","1.09","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2102","2","62",17.2,"0.286","262","5.4","2","6","1","2.84","32.05","32.84","30.22","400.34","377.24","23.77","30.055","49.67","62.8","499.7","1200","1546","100.1","-2.4","1.09","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3106","3","66.5",17.2,"0.284","262","5.4","2.01","6","1","2.84","32.06","32.88","30.22","400.44","377.32","23.77","30.062","49.66","62.8","499.7","1200","1546","100.1","-2.4","1.09","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"522","4","369.8",12.2,"0.276","198","5.41","2.06","6","1","2.84","32.35","33.14","30.53","299.49","283.01","23.972","30.266","49.26","62.2","499.8","1200","1563","100.1","-2.81","1.11","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"622","5","369.8",12.2,"0.276","198","5.41","2.06","6","1","2.84","32.35","33.14","30.53","299.49","283.01","23.972","30.266","49.26","62.2","499.8","1200","1563","100.1","-2.81","1.11","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"722","6","375",12.2,"0.277","199","5.42","2.06","6","1","2.84","32.34","33.13","30.52","299.5","283.03","23.972","30.278","49.27","62.24","499.8","1201","1557","100.1","-2.81","1.11","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1022","7","670",7.36,"0.286","140","5.58","2.07","6","1","2.84","32.34","33.11","30.5","200.34","190.24","23.661","30.162","48.66","62.03","499.6","1200","1536","100.1","-3.22","1.13","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1126","8","676",7.41,"0.286","140","5.58","2.06","6","1","2.84","32.33","33.09","30.49","200.43","190.26","23.652","30.146","48.67","62.04","499.8","1201","1541","100.1","-3.22","1.13","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1224","9","692.5",7.4,"0.285","140","5.56","2.06","6","1","2.84","32.3","33.08","30.47","200.52","190.36","23.639","30.12","48.72","62.08","499.2","1198","1533","100.1","-3.22","1.13","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1522","10","1034.5",2.08,"0.306","82.1","5.84","2.03","6","1","2.84","32.34","33.12","30.51","100.15","96.98","23.697","30.499","48.73","62.72","499.5","1199","1605","100.1","-3.55","1.14","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1622","11","1039",2.08,"0.306","82.1","5.84","2.03","6","1","2.84","32.34","33.13","30.51","100.25","96.9","23.697","30.488","48.73","62.72","499.8","1199","1607","100.1","-3.55","1.14","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1722","12","1043.5",2.18,"0.306","81.4","5.83","2.03","6","1","2.84","32.34","33.1","30.52","100.19","96.89","23.692","30.483","48.7","62.67","499.8","1199","1607","100.1","-3.55","1.14","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1922","13","1314.3",-0.626,"0.322","52.4","6.27","2.08","6","1","2.84","32.7","33.45","30.88","50.36","50.73","23.689","30.982","47.71","62.41","499.8","1201","1587","100.1","-3.87","1.15","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2022","14","1315",-0.553,"0.322","51.9","6.27","2.08","6","1","2.84","32.69","33.45","30.88","50.4","50.68","23.688","30.983","47.74","62.44","499.7","1201","1592","100.1","-3.87","1.15","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2123","15","1319.5",-0.553,"0.322","51.9","6.27","2.08","6","1","2.84","32.7","33.46","30.88","50.5","50.68","23.691","30.985","47.74","62.44","499.8","1201","1592","100.1","-3.87","1.15","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2312","16","1942",15.5,"0.225","251","4.91","2.26","6","1","2.84","33.05","33.97","31.2","401.26","380.41","24.998","30.712","49.37","60.65","499.9","1199","1638","100.1","-2.46","1.2","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2422","17","1945",15.4,"0.224","251","4.9","2.27","6","1","2.84","33.07","33.98","31.2","401.23","380.47","25.001","30.705","49.34","60.59","499.8","1199","1640","100.1","-2.46","1.2","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2521","18","1945.8",15.4,"0.224","251","4.9","2.27","6","1","2.84","33.07","33.99","31.2","401.24","380.43","25","30.697","49.34","60.59","499.7","1199","1641","100.1","-2.46","1.2","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2722","19","2542.3",19.6,"0.148","335","3.58","2.43","6","1","2.84","33.43","34.45","31.59","599.91","573.94","26.275","30.439","50.79","58.84","499.7","1199","1645","100.1","-1.65","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2822","20","2546.8",19.7,"0.148","335","3.57","2.42","6","1","2.84","33.43","34.42","31.59","600.1","574.04","26.288","30.445","50.81","58.85","499.7","1199","1648","100.1","-1.65","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"2922","21","2551.3",19.6,"0.148","335","3.58","2.43","6","1","2.84","33.44","34.45","31.6","600","574.02","26.288","30.455","50.8","58.86","499.4","1199","1649","100.1","-1.65","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3224","22","3016",23.5,"0.12","422","2.86","2.38","6","1","2.84","33.29","34.31","31.47","800.69","769.89","27.201","30.527","53","59.48","499.7","1200","1663","100.1","-0.884","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3322","23","3019.8",23.5,"0.12","422","2.86","2.38","6","1","2.84","33.3","34.32","31.47","800.59","770.05","27.21","30.533","53","59.48","499.8","1200","1665","100.1","-0.884","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3422","24","3023.5",23.2,"0.12","426","2.87","2.38","6","1","2.84","33.29","34.31","31.46","800.51","769.97","27.203","30.542","53","59.5","499.5","1200","1667","100.1","-0.884","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3622","25","3537.8",25.7,"0.0968","499","2.37","2.42","6","1","2.84","33.36","34.45","31.55","999.58","965.96","27.755","30.512","53.88","59.23","499.9","1199","1676","100.1","-0.165","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3722","26","3538.5",25.7,"0.0968","499","2.37","2.42","6","1","2.84","33.36","34.44","31.55","999.56","965.9","27.759","30.51","53.88","59.23","499.7","1199","1675","100.1","-0.165","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"3822","27","3543.8",25.8,"0.0965","497","2.35","2.41","6","1","2.84","33.35","34.41","31.53","999.41","965.76","27.759","30.497","53.9","59.22","499.7","1199","1676","100.1","-0.165","1.23","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"4021","28","4136.5",30.8,"0.0705","701","1.85","2.58","6","1","2.84","33.42","34.67","31.56","1501.43","1461.22","27.438","29.599","53.08","57.26","499.7","1200","1719","100.1","5.09","1.33","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"4124","29","4139.5",30.7,"0.0703","700","1.85","2.59","6","1","2.84","33.42","34.67","31.56","1501.02","1460.88","27.425","29.581","53.06","57.23","499.8","1200","1721","100.1","5.09","1.33","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"4221","30","4144.8",30.9,"0.0704","697","1.85","2.58","6","1","2.84","33.43","34.66","31.57","1501.48","1461.08","27.426","29.584","53.02","57.19","499.8","1200","1721","100.1","5.09","1.33","111115","210719_ZM.csv","2021-07-19","J22","Leucanthemum vulgaris","levul","levul-J22-1"
"1107","1","1235.8",13.6,"0.193","253","3.86","2.07","6","1","2.84","30.93","32.3","29.12","401.26","383.17","23.28","27.776","52.08","62.13","500.6","1199","1707","100.5","0.731","0.353","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2103","2","1237.3",13.6,"0.193","253","3.86","2.07","6","1","2.84","30.93","32.29","29.13","401.33","383.11","23.279","27.767","52.08","62.13","500.6","1199","1706","100.5","0.731","0.353","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3107","3","1246.3",13.8,"0.192","251","3.86","2.07","6","1","2.84","30.93","32.32","29.13","401.42","383.14","23.283","27.779","52.07","62.13","500.5","1199","1710","100.5","0.731","0.353","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"523","4","1571.5",10.3,"0.215","197","4.25","2.05","6","1","2.84","31.11","32.48","29.28","300.62","286.84","23.471","28.419","51.96","62.92","500.5","1200","1677","100.5","-0.379","0.402","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"623","5","1579",10.4,"0.217","197","4.25","2.04","6","1","2.84","31.1","32.45","29.27","300.61","286.74","23.471","28.42","51.99","62.95","500.6","1201","1669","100.5","-0.379","0.402","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"723","6","1582.8",10.3,"0.217","198","4.26","2.04","6","1","2.84","31.1","32.43","29.26","300.61","286.77","23.472","28.43","52.01","62.99","500.5","1200","1672","100.5","-0.379","0.402","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"922","7","1913",6.44,"0.248","141","4.7","1.99","6","1","2.84","31.18","32.51","29.36","199.81","191.02","23.632","29.1","52.1","64.15","500.5","1201","1687","100.5","-0.882","0.4","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1023","8","1914.5",6.44,"0.248","141","4.7","1.99","6","1","2.84","31.18","32.52","29.36","199.79","190.98","23.634","29.1","52.1","64.15","500.6","1201","1690","100.5","-0.882","0.4","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1127","9","1919",6.35,"0.248","142","4.7","1.99","6","1","2.84","31.18","32.5","29.36","199.81","191.12","23.637","29.105","52.11","64.17","500.7","1201","1687","100.5","-0.882","0.4","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1322","10","2124.5",1.71,"0.271","82.1","5.06","1.97","6","1","2.84","31.39","32.63","29.58","98.52","95.89","23.752","29.632","51.75","64.56","500.8","1199","163","100.5","-1.81","0.412","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1422","11","2128.3",1.73,"0.272","81.9","5.07","1.97","6","1","2.84","31.39","32.65","29.59","98.47","95.82","23.752","29.649","51.76","64.6","500.7","1199","164","100.5","-1.81","0.412","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1523","12","2132.8",1.79,"0.273","81.6","5.08","1.97","6","1","2.84","31.39","32.63","29.59","98.48","95.75","23.754","29.657","51.75","64.61","500.7","1200","168","100.5","-1.81","0.412","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1723","13","2398.8",-0.603,"0.304","51.9","5.46","1.92","6","1","2.84","31.47","32.62","29.69","49.64","50.03","23.816","30.158","51.65","65.41","500.6","1200","1727","100.5","-2.25","0.442","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1822","14","2402.5",-0.522,"0.304","51.4","5.47","1.92","6","1","2.84","31.48","32.65","29.69","49.68","49.98","23.817","30.17","51.64","65.41","500.6","1200","1715","100.5","-2.25","0.442","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1923","15","2407",-0.649,"0.304","52.2","5.45","1.92","6","1","2.84","31.48","32.64","29.7","49.64","50.09","23.815","30.152","51.63","65.37","500.8","1200","1713","100.5","-2.25","0.442","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2124","16","3170.5",16.6,"0.352","283","6.59","2.02","6","1","2.84","32.66","33.54","30.93","400.64","377.75","24.018","31.669","48.68","64.18","500.6","1201","1755","100.5","-0.176","0.553","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2220","17","3175",16.5,"0.352","284","6.58","2.02","6","1","2.84","32.67","33.53","30.93","400.55","377.81","24.027","31.668","48.68","64.17","500.3","1201","1751","100.5","-0.176","0.553","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2313","18","3175",16.5,"0.352","284","6.58","2.02","6","1","2.84","32.67","33.53","30.93","400.55","377.81","24.027","31.668","48.68","64.17","500.3","1201","1751","100.5","-0.176","0.553","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2423","19","3181.8",16.7,"0.349","282","6.56","2.03","6","1","2.84","32.67","33.55","30.94","400.68","377.69","24.027","31.643","48.68","64.11","500.8","1201","1759","100.5","-0.176","0.553","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2622","20","4218.5",18.1,"0.136","336","3.55","2.63","6","1","2.84","32.89","34.49","31.08","600.68","576.58","24.352","28.487","48.73","57","500.7","1200","1705","100.4","1.56","0.532","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2723","21","4220.8",18.2,"0.136","334","3.54","2.63","6","1","2.84","32.88","34.49","31.07","600.83","576.61","24.362","28.483","48.75","57","500.8","1200","1568","100.4","1.56","0.532","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2823","22","4227.5",18.1,"0.136","334","3.52","2.62","6","1","2.84","32.86","34.45","31.05","600.8","576.62","24.376","28.474","48.84","57.05","500.6","1200","1540","100.4","1.56","0.532","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"2923","23","4711.8",21,"0.103","410","2.76","2.67","6","1","2.84","32.32","34.12","30.54","799.8","772.04","23.784","27.004","49.12","55.77","500.5","1200","124","100.4","3.34","0.464","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3022","24","4716.3",21.1,"0.103","409","2.76","2.67","6","1","2.84","32.32","34.11","30.53","799.92","772.09","23.777","26.993","49.1","55.75","500.7","1199","122","100.4","3.34","0.464","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3126","25","4720.8",21,"0.103","411","2.76","2.67","6","1","2.84","32.32","34.14","30.53","799.85","772.17","23.775","26.991","49.11","55.75","500.6","1199","124","100.4","3.34","0.464","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3323","26","4936.8",24.5,"0.093","503","2.47","2.64","6","1","2.84","32","33.84","30.2","1000.21","968","23.497","26.377","49.42","55.47","500.7","1200","92","100.4","4.97","0.461","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3423","27","4939.8",24.5,"0.093","503","2.47","2.64","6","1","2.84","32","33.83","30.19","999.88","967.89","23.487","26.35","49.42","55.47","500.6","1200","98","100.4","4.97","0.461","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3522","28","4943.5",24.3,"0.0926","504","2.46","2.65","6","1","2.84","32","33.83","30.19","1000.16","968.18","23.483","26.352","49.4","55.43","500.7","1200","98","100.4","4.97","0.461","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3723","29","5406.5",30.4,"0.0708","726","1.37","1.91","6","1","2.84","31.92","34.05","30.08","1501.44","1462.6","32.744","34.334","69.18","72.54","500.4","1201","93","100.4","8.07","0.677","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3823","30","5411",30.4,"0.0708","726","1.37","1.91","6","1","2.84","31.92","34.06","30.08","1501.54","1462.67","32.744","34.334","69.2","72.56","500.6","1201","92","100.4","8.07","0.677","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"3922","31","5417",30.3,"0.071","730","1.37","1.91","6","1","2.84","31.91","34.03","30.08","1501.16","1462.46","32.731","34.321","69.19","72.55","500.8","1201","89","100.4","8.07","0.677","111115","210720_ZX.csv","2021-07-20","J15","Leucanthemum vulgaris","levul","levul-J15-1"
"1108","1","44.3",3.98,"0.0603","326","1.17","1.9","3.39","1","2.84","30.48","29.94","30.79","401.09","397.84","22.198","23.566","50.41","53.52","500.7","1301","25","99.44","2.75","-0.0348","111115","210726_YS.csv","2021-07-26","J3","Berberis thunbergii","bethu","bethu-J3-1"
"2104","2","48",3.98,"0.0603","326","1.17","1.9","3.39","1","2.84","30.47","29.93","30.79","401.04","397.81","22.198","23.571","50.41","53.52","500.7","1301","26","99.44","2.75","-0.0348","111115","210726_YS.csv","2021-07-26","J3","Berberis thunbergii","bethu","bethu-J3-1"
"3108","3","51.8",3.88,"0.06","327","1.17","1.91","3.39","1","2.84","30.47","29.96","30.92","401.03","397.85","22.205","23.57","50.44","53.54","500.7","1301","25","99.44","2.75","-0.0348","111115","210726_YS.csv","2021-07-26","J3","Berberis thunbergii","bethu","bethu-J3-1"
"624","4","227.5",4.69,"0.0652","320","1.26","1.89","3.39","1","2.84","31.24","30","31.87","401.25","397.48","22.319","23.788","48.53","51.72","500.7","999","18","99.44","2.08","0.0556","111115","210726_YS.csv","2021-07-26","J3","Berberis thunbergii","bethu","bethu-J3-1"
