"","region","species","ID","Vcmax","Jmax","Rd","Vcmax_SE","Jmax_SE","Rd_SE","ID","sppcode","Date","invader","homeaway","woody","grass","family","nativerange"
"128","E","Viburnum dilatatum","vidil-E40-3",54.4195958751107,72.3383841525967,0.255372518984128,1.41142150903722,NA,0.206636593095266,"vidil-E40-3","vidil",2021-08-13,"invader","away",1,0,"Adoxaceae","J"
"129","E","Viburnum dilatatum","vidil-E40-4",53.617350203561,67.5270617622099,0.543791540075796,2.0298309650376,NA,0.283703766085115,"vidil-E40-4","vidil",2021-08-14,"invader","away",1,0,"Adoxaceae","J"
"130","E","Viburnum dilatatum","vidil-E40-5",59.3941116631582,76.358754784926,0.36232834985228,1.53922619110427,NA,0.204007475284391,"vidil-E40-5","vidil",2021-08-14,"invader","away",1,0,"Adoxaceae","J"
"131","F","Acer negundo","acneg-F25-1",27.890760664414,50.5867683563296,0.440294401798291,0.587816709411606,NA,0.110021775443318,"acneg-F25-1","acneg",2020-07-16,"invader","away",1,0,"Sapindaceae","E"
"132","F","Acer negundo","acneg-F37-1",36.6850378003617,28.2645899988718,1.00464780768975,NA,NA,NA,"acneg-F37-1","acneg",2020-06-05,"invader","away",1,0,"Sapindaceae","E"
"133","F","Acer negundo","acneg-F37-2",22.1062085704651,52.2507445187835,0.641215941897852,0.673242818041827,NA,0.207585394169482,"acneg-F37-2","acneg",2020-06-10,"invader","away",1,0,"Sapindaceae","E"
"134","F","Acer negundo","acneg-F38-1",36.0115744024513,72.7955739441647,1.31023077158643,1.32974051080901,NA,0.283845634964145,"acneg-F38-1","acneg",2020-07-29,"invader","away",1,0,"Sapindaceae","E"
"135","F","Acer negundo","acneg-F41-1",45.0763560655714,45.1655046608579,0.899821524453241,2.68082890108792,NA,0.225333661719138,"acneg-F41-1","acneg",2020-07-28,"invader","away",1,0,"Sapindaceae","E"
"136","F","Acer negundo","acneg-F42-1",23.598352054084,45.3546965864502,0.802337613065186,0.493543692586772,NA,0.105460509386269,"acneg-F42-1","acneg",2020-07-07,"invader","away",1,0,"Sapindaceae","E"
"137","F","Acer pseudoplatanus","acpse-F25-1",30.6602560423394,44.8297599816422,0.445037834704557,0.481774903314664,NA,0.0872044414298126,"acpse-F25-1","acpse",2020-07-16,"native","home",1,0,"Sapindaceae","F"
"138","F","Acer pseudoplatanus","acpse-F30-1",62.3064463111465,133.647250356024,1.97197937759862,3.8350079379095,NA,0.642528195212497,"acpse-F30-1","acpse",2020-07-29,"native","home",1,0,"Sapindaceae","F"
"139","F","Acer pseudoplatanus","acpse-F37-1",22.2390774054868,44.0317860664038,0.690795895707903,1.42345682915541,NA,0.331721354630085,"acpse-F37-1","acpse",2020-06-05,"native","home",1,0,"Sapindaceae","F"
"140","F","Acer pseudoplatanus","acpse-F41-1",101.752943919636,105.292608442618,1.68906263550903,4.9432727781289,NA,0.345348842929314,"acpse-F41-1","acpse",2020-07-28,"native","home",1,0,"Sapindaceae","F"
"141","F","Acer pseudoplatanus","acpse-F41-2",46.6717936639234,38.3695104246156,-0.540072095649932,NA,NA,NA,"acpse-F41-2","acpse",2020-07-29,"native","home",1,0,"Sapindaceae","F"
"142","F","Acer pseudoplatanus","acpse-F42-1",34.1194274726828,63.0648687568992,0.874586575291738,0.9888858439128,NA,0.183365194517659,"acpse-F42-1","acpse",2020-07-07,"native","home",1,0,"Sapindaceae","F"
"143","F","Agrostis gigantea","aggig-F1-1",48.7074004210778,99.8743288584323,1.20260181785805,3.0994876536643,NA,0.676088517682288,"aggig-F1-1","aggig",2020-06-10,"native","home",0,1,"Poaceae","F"
"144","F","Agrostis gigantea","aggig-F37-1",60.4590588336501,128.117243889435,0.18801721968386,3.00684088028264,NA,0.487138219934054,"aggig-F37-1","aggig",2020-07-27,"native","home",0,1,"Poaceae","F"
"145","F","Agrostis stolonifera","agsto-F10-1",59.044857356465,119.397440027138,0.724914641920097,0.426952113928441,NA,0.0905065755940817,"agsto-F10-1","agsto",2020-06-18,"invader","home",0,1,"Poaceae","F"
"146","F","Agrostis stolonifera","agsto-F15-1",38.1116027304251,79.0866100637108,0.891538924745714,0.874907839452708,NA,0.185089532959507,"agsto-F15-1","agsto",2020-06-16,"invader","home",0,1,"Poaceae","F"
"147","F","Agrostis stolonifera","agsto-F37-1",18.857120432931,45.2105058921873,0.498662615097683,1.0437063510066,NA,0.364084837323003,"agsto-F37-1","agsto",2020-06-10,"invader","home",0,1,"Poaceae","F"
"148","F","Agrostis stolonifera","agsto-F8-1",44.1903897716521,80.5033561588842,0.771089413039002,0.346993215853333,NA,0.0685694403401022,"agsto-F8-1","agsto",2020-06-18,"invader","home",0,1,"Poaceae","F"
"149","F","Agrostis stolonifera","agsto-F9-1",50.4396647632692,77.7919207732807,0.161512862157954,1.26779680744072,NA,0.168943918063811,"agsto-F9-1","agsto",2020-06-23,"invader","home",0,1,"Poaceae","F"
"150","F","Ambrosia artemisiifolia","amart-F46-1",62.1202546166442,74.5117542752723,1.26108045812081,4.20167646183219,NA,0.570492984372431,"amart-F46-1","amart",2021-09-20,"invader","away",0,0,"Asteraceae","E"
"151","F","Ambrosia artemisiifolia","amart-F47-1",176.761071270934,178.411445999456,-0.908513771511635,0.832336577088674,NA,0.0300786967962776,"amart-F47-1","amart",2021-09-21,"invader","away",0,0,"Asteraceae","E"
"152","F","Ambrosia artemisiifolia","amart-F48-1",179.190666409366,238.573013126422,-1.45005606144052,14.4013295658162,NA,1.18333356041393,"amart-F48-1","amart",2021-09-21,"invader","away",0,0,"Asteraceae","E"
"153","F","Ambrosia artemisiifolia","amart-F56-1",86.4702640891438,114.56863349688,-0.44108819218613,3.89899367243426,NA,0.444938743824076,"amart-F56-1","amart",2021-09-20,"invader","away",0,0,"Asteraceae","E"
"154","F","Ambrosia artemisiifolia","amart-F58-1",117.233093241716,151.002222923042,-0.122594694765634,6.69598184609297,NA,0.677661404787766,"amart-F58-1","amart",2021-09-20,"invader","away",0,0,"Asteraceae","E"
"155","F","Anthoxanthum odoratum","anodo-F15-1",94.0497551986708,176.777929475344,2.35696203276536,4.45903415058451,NA,0.71844278826243,"anodo-F15-1","anodo",2021-04-18,"invader","home",0,1,"Poaceae","F"
"156","F","Anthoxanthum odoratum","anodo-F33-1",53.5329970490259,85.4102210374281,1.03416975135243,2.03589101169483,NA,0.337785972802522,"anodo-F33-1","anodo",2020-06-08,"invader","home",0,1,"Poaceae","F"
"157","F","Anthoxanthum odoratum","anodo-F37-1",34.7124155167237,44.1801856188618,1.47107511332736,5.99510297495478,NA,0.487508117888368,"anodo-F37-1","anodo",2020-06-05,"invader","home",0,1,"Poaceae","F"
"158","F","Anthoxanthum odoratum","anodo-F60-1",33.1351933550114,68.0169854555435,0.57824150958246,1.32253846789966,NA,0.270916581789603,"anodo-F60-1","anodo",2021-05-26,"invader","home",0,1,"Poaceae","F"
"159","F","Anthoxanthum odoratum","anodo-F9-1",54.3347622476081,58.419902527456,2.29633111379867,5.31943629113366,NA,0.583872090661273,"anodo-F9-1","anodo",2021-05-31,"invader","home",0,1,"Poaceae","F"
"160","F","Artemisia vulgaris","arvul-F46-1",84.9839428218853,117.441394886523,-0.191569061526449,5.95407690222899,NA,0.721065092973664,"arvul-F46-1","arvul",2021-09-20,"invader","home",0,0,"Asteraceae","F"
"161","F","Artemisia vulgaris","arvul-F47-1",83.7802341030133,123.993255477576,0.451385553754241,3.12783966763306,NA,0.420867652548469,"arvul-F47-1","arvul",2021-09-21,"invader","home",0,0,"Asteraceae","F"
"162","F","Artemisia vulgaris","arvul-F48-1",149.138134878076,198.009053704421,-0.185525269073873,7.98393022340845,NA,0.74993400126923,"arvul-F48-1","arvul",2021-09-21,"invader","home",0,0,"Asteraceae","F"
"163","F","Artemisia vulgaris","arvul-F56-1",67.283611128943,105.914161839445,0.591000653431893,2.40958679116182,NA,0.303456061968231,"arvul-F56-1","arvul",2021-09-20,"invader","home",0,0,"Asteraceae","F"
"164","F","Artemisia vulgaris","arvul-F58-1",77.3518319446035,116.3224610873,0.667249916263333,2.4162351659378,NA,0.269718554371163,"arvul-F58-1","arvul",2021-09-20,"invader","home",0,0,"Asteraceae","F"
"165","F","Bidens frondosa","bifro-F1-1",78.6421339960168,133.09672529768,0.627649497454689,2.2132673893989,NA,0.32201169773675,"bifro-F1-1","bifro",2020-07-30,"invader","away",0,0,"Asteraceae","E"
"166","F","Bidens frondosa","bifro-F24-1",82.498731289727,142.321245463889,0.291457522165044,2.42298277189355,NA,0.375418131067848,"bifro-F24-1","bifro",2020-07-29,"invader","away",0,0,"Asteraceae","E"
"167","F","Bidens frondosa","bifro-F47-1",163.806192451966,257.374863313301,-0.779179122729289,4.89283500365729,NA,0.588193683960864,"bifro-F47-1","bifro",2021-09-21,"invader","away",0,0,"Asteraceae","E"
"168","F","Bidens tripartita","bitri-F24-1",37.8385695149882,62.7371730102507,0.487258612496125,1.03633966228623,NA,0.206376332738831,"bitri-F24-1","bitri",2020-07-29,"native","home",0,0,"Asteraceae","F"
"169","F","Bidens tripartita","bitri-F37-1",158.666509944614,214.918064545927,-0.324261370800352,3.16838824594529,NA,0.37295938303458,"bitri-F37-1","bitri",2020-07-27,"native","home",0,0,"Asteraceae","F"
"170","F","Bidens tripartita","bitri-F46-1",167.131892157062,236.631043194153,-1.57046790254648,8.4953578832993,NA,0.850090544416904,"bitri-F46-1","bitri",2021-09-20,"native","home",0,0,"Asteraceae","F"
"171","F","Bidens tripartita","bitri-F6-1",181.517089249069,249.658593435269,-0.864306015818335,6.22466324964689,NA,0.582938803987555,"bitri-F6-1","bitri",2020-07-28,"native","home",0,0,"Asteraceae","F"
"172","F","Chenopodium album","chalb-F11-1",169.269656791098,218.854442395574,-1.36568827592941,4.61787349402245,NA,0.209445283641988,"chalb-F11-1","chalb",2020-06-28,"invader","home",0,0,"Chenopodiaceae","F"
"173","F","Chenopodium album","chalb-F12-1",133.183368013645,246.737259837214,-1.51386130967668,1.28729629548151,NA,0.218258033981673,"chalb-F12-1","chalb",2020-06-23,"invader","home",0,0,"Chenopodiaceae","F"
"174","F","Chenopodium album","chalb-F15-1",118.513732243566,222.046461802154,-0.536288765011557,7.97796869362325,NA,1.16176258959183,"chalb-F15-1","chalb",2020-06-16,"invader","home",0,0,"Chenopodiaceae","F"
"175","F","Chenopodium album","chalb-F19-1",126.0958265002,233.395692533184,0.748273251502048,4.64880240099498,NA,0.636233208900257,"chalb-F19-1","chalb",2020-06-23,"invader","home",0,0,"Chenopodiaceae","F"
"176","F","Chenopodium album","chalb-F3-1",153.873563605691,269.148075777397,-0.887072137171482,2.6377939976184,NA,0.313948311698024,"chalb-F3-1","chalb",2020-06-24,"invader","home",0,0,"Chenopodiaceae","F"
"177","F","Chenopodium album","chalb-F36-1",116.283191402903,164.368871832437,-0.741694024403938,0.889750904857436,NA,0.103876772771676,"chalb-F36-1","chalb",2020-06-25,"invader","home",0,0,"Chenopodiaceae","F"
"178","F","Conyza canadensis","cocan-F1-1",83.7420690891254,133.157919606306,0.144968517445675,0.713583875892664,NA,0.0809624989083482,"cocan-F1-1","cocan",2020-06-24,"invader","away",0,0,"Asteraceae","E"
"179","F","Conyza canadensis","cocan-F1-2",85.4431195275946,120.977023759514,0.949576317486107,6.83320100446185,NA,0.52215444568239,"cocan-F1-2","cocan",2020-06-30,"invader","away",0,0,"Asteraceae","E"
"180","F","Conyza canadensis","cocan-F15-1",108.512306929908,216.654741725377,-0.135070965446453,2.79777329709492,NA,0.508011988999073,"cocan-F15-1","cocan",2020-06-16,"invader","away",0,0,"Asteraceae","E"
"181","F","Conyza canadensis","cocan-F3-1",210.250349247575,315.036476957266,-1.61878695184268,4.14403360808492,NA,0.419617090527061,"cocan-F3-1","cocan",2020-06-24,"invader","away",0,0,"Asteraceae","E"
"182","F","Conyza canadensis","cocan-F36-2",148.511896263114,169.666151471781,0.912571773992837,5.44446180059852,NA,0.539484670774438,"cocan-F36-2","cocan",2020-06-25,"invader","away",0,0,"Asteraceae","E"
"183","F","Conyza canadensis","cocan-F40-1",77.0478568972862,148.019475284274,0.793678779974275,1.99834175114643,NA,0.404232100681843,"cocan-F40-1","cocan",2020-07-02,"invader","away",0,0,"Asteraceae","E"
"184","F","Dactylis glomerata","daglo-F13-1",73.0756509296244,124.445100114064,0.495939540165414,2.50972974440596,NA,0.39354218866128,"daglo-F13-1","daglo",2021-06-04,"native","home",0,1,"Poaceae","F"
"185","F","Dactylis glomerata","daglo-F44-1",52.0064412724544,96.041725135336,1.03567685420863,2.2178204838427,NA,0.412309514886466,"daglo-F44-1","daglo",2021-06-10,"native","home",0,1,"Poaceae","F"
"186","F","Dactylis glomerata","daglo-F53-1",47.7389757857998,94.6558547014141,0.426173987802918,2.7477314025935,NA,0.525389749448422,"daglo-F53-1","daglo",2021-06-23,"native","home",0,1,"Poaceae","F"
"187","F","Dactylis glomerata","daglo-F54-1",65.0420965597875,61.9722040187339,2.23142015874519,33.6080184329363,NA,3.02895831973139,"daglo-F54-1","daglo",2021-06-01,"native","home",0,1,"Poaceae","F"
"188","F","Dactylis glomerata","daglo-F9-1",102.867302504825,171.169549188588,0.243158595532069,1.685046342596,NA,0.242752993514128,"daglo-F9-1","daglo",2021-05-31,"native","home",0,1,"Poaceae","F"
"189","F","Daucus carota","dacar-F13-1",37.4656179213149,55.3665978182747,0.715251924783493,1.97110382099051,NA,0.287689653469181,"dacar-F13-1","dacar",2021-06-04,"invader","home",0,0,"Apiaceae","F"
"190","F","Daucus carota","dacar-F15-1",56.8430920242112,76.8765288260843,0.808784480937735,3.10602759750582,NA,0.413772218633088,"dacar-F15-1","dacar",2021-04-18,"invader","home",0,0,"Apiaceae","F"
"191","F","Daucus carota","dacar-F44-1",32.2176770437686,52.8176115881633,1.30351984563442,4.77423624541537,NA,0.529061971743882,"dacar-F44-1","dacar",2021-06-10,"invader","home",0,0,"Apiaceae","F"
"192","F","Daucus carota","dacar-F54-1",56.8600540992806,74.0939344810246,0.531100993633935,2.6658191503312,NA,0.327139278743282,"dacar-F54-1","dacar",2021-06-01,"invader","home",0,0,"Apiaceae","F"
"193","F","Daucus carota","dacar-F60-1",54.1530872738084,85.7676596619378,0.929826904265755,4.26810993618622,NA,0.679268296416409,"dacar-F60-1","dacar",2021-05-26,"invader","home",0,0,"Apiaceae","F"
"194","F","Erigeron annuus","erann-F1-1",67.1540797810143,111.944692394017,0.814311217860005,1.21008752244685,NA,0.170596731001452,"erann-F1-1","erann",2020-07-09,"invader","away",0,0,"Asteraceae","E"
"195","F","Erigeron annuus","erann-F22-1",28.6810777895334,45.3779287007534,0.454147048194081,0.685272690773379,NA,0.12286770057864,"erann-F22-1","erann",2020-06-17,"invader","away",0,0,"Asteraceae","E"
"196","F","Erigeron annuus","erann-F25-1",133.828669878087,181.502961205685,0.441135873809197,1.720343436625,NA,0.181034920379017,"erann-F25-1","erann",2020-07-16,"invader","away",0,0,"Asteraceae","E"
"197","F","Erigeron annuus","erann-F29-1",50.9314510419941,88.31529960864,0.82510486089325,0.422185785834781,NA,0.0860025094746971,"erann-F29-1","erann",2020-07-07,"invader","away",0,0,"Asteraceae","E"
"198","F","Erigeron annuus","erann-F4-1",35.918953061738,56.1169946224019,0.536520437647269,0.638241017847858,NA,0.103839603773785,"erann-F4-1","erann",2020-07-02,"invader","away",0,0,"Asteraceae","E"
"199","F","Eupatorium cannabinum","eucan-F2-1",121.993408920786,153.184872058671,0.389396541713302,1.79478159705687,NA,0.177836639919181,"eucan-F2-1","eucan",2020-07-09,"native","home",0,0,"Asteraceae","F"
"200","F","Eupatorium cannabinum","eucan-F28-1",87.536773310668,161.805609361264,0.497522068979457,0.469196532747495,NA,0.0843298052289267,"eucan-F28-1","eucan",2020-07-09,"native","home",0,0,"Asteraceae","F"
"201","F","Eupatorium cannabinum","eucan-F29-1",52.5872293411484,88.5754814704499,0.502463529087714,0.421728050889769,NA,0.0665963278175698,"eucan-F29-1","eucan",2020-07-06,"native","home",0,0,"Asteraceae","F"
"202","F","Eupatorium cannabinum","eucan-F33-1",80.8959607545855,132.582601118674,-0.0941656134399012,1.05553520930662,NA,0.16472947861442,"eucan-F33-1","eucan",2020-07-15,"native","home",0,0,"Asteraceae","F"
"203","F","Eupatorium cannabinum","eucan-F42-1",47.0264318935558,92.8371158244676,0.386666517107723,0.460854428808302,NA,0.0935241921913607,"eucan-F42-1","eucan",2020-07-07,"native","home",0,0,"Asteraceae","F"
"204","F","Fallopia japonica","fajap-F13-1",158.403600680813,229.969079432249,0.43157041241574,8.64437264684504,NA,0.695763093347294,"fajap-F13-1","fajap",2019-08-15,"invader","away",0,0,"Polygonaceae","J"
"205","F","Fallopia japonica","fajap-F14-1",99.4782494546098,119.659782486653,-0.182185082836088,6.94676479470732,NA,0.522376708641947,"fajap-F14-1","fajap",2019-07-29,"invader","away",0,0,"Polygonaceae","J"
"206","F","Fallopia japonica","fajap-F16-1",102.31077213144,136.455417481216,0.712853573286097,8.29218648832882,NA,0.762572315422582,"fajap-F16-1","fajap",2019-08-15,"invader","away",0,0,"Polygonaceae","J"
"207","F","Fallopia japonica","fajap-F20-1",125.374922884927,198.104249389356,-0.571417844916128,4.04491976067964,NA,0.460931531021729,"fajap-F20-1","fajap",2019-07-17,"invader","away",0,0,"Polygonaceae","J"
"208","F","Fallopia japonica","fajap-F23-1",98.6479635381314,153.647012009073,1.5216721214792,4.40170541856257,NA,0.460077366820243,"fajap-F23-1","fajap",2019-08-14,"invader","away",0,0,"Polygonaceae","J"
"209","F","Fallopia japonica","fajap-F27-1",73.1398076541995,136.108253099247,0.901099991482333,1.86988940164045,NA,0.300721897275841,"fajap-F27-1","fajap",2020-05-26,"invader","away",0,0,"Polygonaceae","J"
"210","F","Fallopia japonica","fajap-F32-1",147.897059282664,214.429491927598,0.615059506085692,9.84076830004519,NA,0.761864802846024,"fajap-F32-1","fajap",2019-08-14,"invader","away",0,0,"Polygonaceae","J"
"211","F","Fallopia japonica","fajap-F37-1",67.2039297548353,128.420899574581,-0.254090692274794,1.52751584560633,NA,0.266825258187506,"fajap-F37-1","fajap",2019-08-14,"invader","away",0,0,"Polygonaceae","J"
"212","F","Fallopia japonica","fajap-F39-1",171.771965487088,182.641843376371,2.18168554180393,8.3674561442748,NA,0.429740397484705,"fajap-F39-1","fajap",2019-07-16,"invader","away",0,0,"Polygonaceae","J"
"213","F","Fallopia japonica","fajap-F9-1",170.715789084529,178.498891561422,-0.56905157109589,11.5059531969164,NA,0.480405543692561,"fajap-F9-1","fajap",2019-08-15,"invader","away",0,0,"Polygonaceae","J"
"214","F","Humulus lupulus","hulup-F10-1",22.0350075276605,34.6145057300193,1.10572261234577,0.785126360282206,NA,0.140618754148039,"hulup-F10-1","hulup",2020-07-02,"native","home",1,0,"Cannabinaceae","F"
"215","F","Humulus lupulus","hulup-F26-1",50.9454513656209,83.1589573524251,0.779661077508184,0.711432979989189,NA,0.126690774874416,"hulup-F26-1","hulup",2020-07-06,"native","home",1,0,"Cannabinaceae","F"
"216","F","Humulus lupulus","hulup-F27-1",19.6107282456236,33.2943301312703,0.545795838213621,1.94746087572611,NA,0.380116097226042,"hulup-F27-1","hulup",2020-05-27,"native","home",1,0,"Cannabinaceae","F"
"217","F","Humulus lupulus","hulup-F28-1",36.627667169919,65.2703405855174,0.737586531820313,0.508719946629358,NA,0.0961410603807202,"hulup-F28-1","hulup",2020-07-09,"native","home",1,0,"Cannabinaceae","F"
"218","F","Humulus lupulus","hulup-F31-1",17.1352199969276,25.7585719504793,0.70401311831092,0.902688603116069,NA,0.127150775400745,"hulup-F31-1","hulup",2020-07-08,"native","home",1,0,"Cannabinaceae","F"
"219","F","Laburnum anagyroides","laana-F10-1",36.610118165503,65.3764329435168,0.88113256773911,3.91834204304477,NA,0.636365188206616,"laana-F10-1","laana",2020-07-23,"native","home",1,0,"Fabaceae","F"
"220","F","Laburnum anagyroides","laana-F31-1",56.3492982587716,75.4613614233771,0.612970049885286,2.01799837296339,NA,0.289314167515343,"laana-F31-1","laana",2020-07-08,"native","home",1,0,"Fabaceae","F"
"221","F","Laburnum anagyroides","laana-F35-2",39.7543882198546,77.6883547172093,0.802275802482413,1.15751789628389,NA,0.253453599578663,"laana-F35-2","laana",2020-06-30,"native","home",1,0,"Fabaceae","F"
"222","F","Laburnum anagyroides","laana-F43-1",68.8220390507197,160.078188380751,1.16881012888992,1.32632295998886,NA,0.312249581293392,"laana-F43-1","laana",2020-07-03,"native","home",1,0,"Fabaceae","F"
"223","F","Laburnum anagyroides","laana-F53-1",73.1652200527969,95.0050153378295,0.622241564700158,3.00099341658378,NA,0.315129318078615,"laana-F53-1","laana",2021-06-15,"native","home",1,0,"Fabaceae","F"
"224","F","Leucanthemum vulgaris","levul-F13-1",34.9989224140713,67.136043174987,0.656234068887047,1.26069799352714,NA,0.241513264416037,"levul-F13-1","levul",2021-06-04,"invader","home",0,0,"Asteraceae","F"
"225","F","Leucanthemum vulgaris","levul-F51-1",105.361428552792,170.869063221129,0.888173680774536,3.00142470186725,NA,0.395258577156374,"levul-F51-1","levul",2021-06-15,"invader","home",0,0,"Asteraceae","F"
"226","F","Leucanthemum vulgaris","levul-F54-1",67.9162178718976,86.2240808285906,1.47201823745442,1.35276137804536,NA,0.169463126490325,"levul-F54-1","levul",2021-06-01,"invader","home",0,0,"Asteraceae","F"
"227","F","Leucanthemum vulgaris","levul-F59-1",28.1881825532146,52.4410210606889,0.629282709003628,0.870369331000613,NA,0.180540913550896,"levul-F59-1","levul",2021-06-04,"invader","home",0,0,"Asteraceae","F"
"228","F","Leucanthemum vulgaris","levul-F60-1",117.189059510589,208.54212349399,-0.68048648117425,7.89194970847323,NA,1.1944797805181,"levul-F60-1","levul",2021-05-26,"invader","home",0,0,"Asteraceae","F"
"229","F","Parthenocissus sp.","paspp-F10-1",121.784101430286,97.8916497310117,1.66442297452668,32.3400010626652,NA,1.02817460361687,"paspp-F10-1","paspp",2019-07-17,"invader","away",1,0,"Vitaceae","E"
"230","F","Parthenocissus sp.","paspp-F26-1",26.8973122722897,47.3803785297484,0.649478526072328,1.03417983248395,NA,0.200059359353227,"paspp-F26-1","paspp",2020-07-06,"invader","away",1,0,"Vitaceae","E"
"231","F","Parthenocissus sp.","paspp-F27-1",33.4790635512988,57.8640122256918,1.30256802382856,2.23356305889116,NA,0.380290919305981,"paspp-F27-1","paspp",2020-05-26,"invader","away",1,0,"Vitaceae","E"
"232","F","Parthenocissus sp.","paspp-F28-1",24.6517040378962,53.0603200635906,-2.08874514381927,3.08542179492299,NA,0.603373413422965,"paspp-F28-1","paspp",2020-07-09,"invader","away",1,0,"Vitaceae","E"
"233","F","Parthenocissus sp.","paspp-F28-2",1.73211392320464,1.89152735928733,-6.22421032164308,0.719035399408105,NA,0.0600350114479758,"paspp-F28-2","paspp",2020-07-09,"invader","away",1,0,"Vitaceae","E"
"234","F","Parthenocissus sp.","paspp-F31-1",35.0714451776402,62.9304263395831,0.72179343301766,1.97515220031751,NA,0.32188271723886,"paspp-F31-1","paspp",2020-07-08,"invader","away",1,0,"Vitaceae","E"
"235","F","Plantago lanceolata","pllan-F10-1",78.9034418331115,154.738895034471,-0.0832601719634416,0.607000007612732,NA,0.115183443153973,"pllan-F10-1","pllan",2020-06-18,"invader","home",0,0,"Plantaginaceae","F"
"236","F","Plantago lanceolata","pllan-F15-1",77.4393785808986,121.697676287394,0.511846728283421,0.641836438779178,NA,0.0675212230895673,"pllan-F15-1","pllan",2020-06-16,"invader","home",0,0,"Plantaginaceae","F"
"237","F","Plantago lanceolata","pllan-F15-2",70.5668947919525,139.115278599379,-1.27142672135501,5.39978472227909,NA,1.39309162697419,"pllan-F15-2","pllan",2020-06-16,"invader","home",0,0,"Plantaginaceae","F"
"238","F","Plantago lanceolata","pllan-F19-1",105.350996628621,239.72758775163,1.02891310091975,0.758880459901949,NA,0.150547320836078,"pllan-F19-1","pllan",2020-06-23,"invader","home",0,0,"Plantaginaceae","F"
"239","F","Plantago lanceolata","pllan-F27-1",70.0104719380963,130.066691437907,1.47318344674647,1.95779267794072,NA,0.36928948498063,"pllan-F27-1","pllan",2020-05-26,"invader","home",0,0,"Plantaginaceae","F"
"240","F","Plantago lanceolata","pllan-F37-1",83.8854950360614,114.802292594841,0.780467530073573,0.941364168986994,NA,0.0710977161122668,"pllan-F37-1","pllan",2020-06-05,"invader","home",0,0,"Plantaginaceae","F"
"241","F","Prunus avium","pravi-F1-1",74.0474498512342,152.250979493635,1.19725705762866,1.90721938709618,NA,0.333463469914316,"pravi-F1-1","pravi",2020-07-17,"invader","home",1,0,"Rosaceae","F"
"242","F","Prunus avium","pravi-F29-1",35.149271107549,68.4055185873576,0.891911475565147,0.48864771324357,NA,0.0970894090888498,"pravi-F29-1","pravi",2020-07-06,"invader","home",1,0,"Rosaceae","F"
"243","F","Prunus avium","pravi-F31-1",71.8097632205665,114.858577275448,-1.96763119362755,6.24561627971289,NA,0.832444571528488,"pravi-F31-1","pravi",2019-07-25,"invader","home",1,0,"Rosaceae","F"
"244","F","Prunus avium","pravi-F33-1",50.9749853666039,92.6607024954816,1.1136075944515,0.918908247035374,NA,0.154374141377795,"pravi-F33-1","pravi",2020-07-15,"invader","home",1,0,"Rosaceae","F"
"245","F","Prunus avium","pravi-F37-1",78.7485919930816,99.4904672189226,1.5673266821244,4.58591496586011,NA,0.46972557687365,"pravi-F37-1","pravi",2019-07-19,"invader","home",1,0,"Rosaceae","F"
"246","F","Prunus avium","pravi-F57-1",25.5429480750753,55.1102169462551,-0.0596220668666613,1.99292507459769,NA,0.338801293991004,"pravi-F57-1","pravi",2020-07-22,"invader","home",1,0,"Rosaceae","F"
"247","F","Prunus serotina","prser-F1-1",62.2519220179975,106.157479052002,1.35315981265671,2.01593804917396,NA,0.320571124933516,"prser-F1-1","prser",2020-07-17,"invader","away",1,0,"Rosaceae","E"
"248","F","Prunus serotina","prser-F22-1",30.7055572941309,58.1363470960423,0.656699064196126,1.38008707062165,NA,0.272514257309255,"prser-F22-1","prser",2020-06-17,"invader","away",1,0,"Rosaceae","E"
"249","F","Prunus serotina","prser-F31-1",99.9934801536187,100.06440910718,-2.13770272825455,15.974969683835,NA,0.859838948318643,"prser-F31-1","prser",2019-07-24,"invader","away",1,0,"Rosaceae","E"
"250","F","Prunus serotina","prser-F33-1",40.8011199596088,54.6677124189007,1.05961686862641,2.65798878664706,NA,0.393081921447244,"prser-F33-1","prser",2020-06-08,"invader","away",1,0,"Rosaceae","E"
"251","F","Prunus serotina","prser-F57-1",41.9883658906569,53.4152462260821,1.65308323159513,4.81160064363888,NA,0.505155806617393,"prser-F57-1","prser",2020-07-22,"invader","away",1,0,"Rosaceae","E"
"252","F","Quercus robur","qurob-F14-1",107.025471901202,182.200887218314,-1.60537995340516,3.45897259515763,NA,0.487304832607327,"qurob-F14-1","qurob",2019-07-28,"native","home",1,0,"Fagaceae","F"
"253","F","Quercus robur","qurob-F18-1",23.8782277162616,42.5174405121284,-1.85997411041075,5.62329588859127,NA,0.58138076410647,"qurob-F18-1","qurob",2019-07-22,"native","home",1,0,"Fagaceae","F"
"254","F","Quercus robur","qurob-F31-1",40.4879562122455,55.0993456887801,0.893639981612504,1.1932394662122,NA,0.142981667907337,"qurob-F31-1","qurob",2020-07-08,"native","home",1,0,"Fagaceae","F"
"255","F","Quercus robur","qurob-F33-1",36.2062370893057,61.0225136407297,0.587883436372083,0.753065109790495,NA,0.135643070283299,"qurob-F33-1","qurob",2020-07-15,"native","home",1,0,"Fagaceae","F"
"256","F","Quercus robur","qurob-F34-1",63.0954387178743,94.4963785979258,0.594835925869863,2.59213804419592,NA,0.323664946083833,"qurob-F34-1","qurob",2020-07-21,"native","home",1,0,"Fagaceae","F"
